6483
0	362	0
0	227	0
0	1781	0
0	386	0
0	380	0
0	380	0
0	284	0
0	290	0
0	3968	0
0	1373	0
0	1253	0
0	1148	0
0	638	0
0	1508	0
0	2642	0
0	542	0
0	2141	0
0	2351	0
0	3143	0
0	740	0
0	1988	0
0	1868	0
0	356	0
0	332	0
0	512	0
0	2357	0
0	1247	0
0	2564	0
0	1742	0
0	809	0
0	1502	0
0	92	0
0	803	0
0	1109	0
0	3008	0
0	869	0
0	1241	0
0	521	0
0	1139	0
0	2282	0
0	101	0
215	466	102
0	4415	0
0	1586	0
0	785	0
0	4067	0
0	563	0
0	920	0
0	4307	0
0	2279	0
0	1553	0
0	2513	0
0	1001	0
0	3395	0
0	977	0
0	4070	0
0	1907	0
0	1199	0
0	767	0
0	1217	0
0	1184	0
0	1877	0
0	1481	0
0	779	0
0	596	0
0	647	0
0	1928	0
0	79	0
446	986	80
0	101	0
0	3824	0
0	3412	0
3503	3572	3413
0	1619	0
0	659	0
0	1280	0
0	1865	0
0	827	0
0	3590	0
0	1322	0
0	2129	0
0	920	0
0	1307	0
0	2924	0
0	167	0
0	539	0
0	707	0
0	704	0
0	224	0
0	896	0
0	704	0
0	2063	0
0	80	0
0	3566	0
0	4613	0
0	299	0
0	611	0
0	485	0
0	1403	0
0	2378	0
0	317	0
0	1209	0
1309	2102	1210
0	128	0
0	590	0
0	3032	0
0	3455	0
0	3116	0
0	1460	0
0	647	0
0	3353	0
0	119	0
0	1316	0
0	1292	0
1294	5313	1293
0	1637	0
0	1382	0
0	2264	0
0	812	0
0	662	0
0	392	0
0	493	0
582	615	494
0	1265	0
0	533	0
0	1379	0
0	8363	0
0	371	0
876	917	372
0	1400	0
0	2942	0
0	2276	0
0	1376	0
0	1106	0
0	1625	0
0	4508	0
0	353	0
0	3218	0
0	1949	0
0	1067	0
0	87	0
0	602	0
0	98	0
0	248	0
0	308	0
0	1289	0
0	980	0
0	2243	0
0	3446	0
0	785	0
0	3335	0
0	2090	0
0	2063	0
0	295	0
381	414	296
0	285	0
355	650	286
0	1271	0
0	626	0
0	1406	0
0	1256	0
0	1577	0
0	2495	0
0	2006	0
0	29	0
146	994	30
0	416	0
0	311	0
0	4145	0
0	1325	0
0	1373	0
0	368	0
0	773	0
0	1919	0
0	725	0
0	637	0
735	756	638
0	179	0
0	1739	0
0	698	0
0	3077	0
0	773	0
0	2117	0
0	4541	0
0	1037	0
0	1145	0
0	1016	0
0	956	0
0	284	0
0	1130	0
0	320	0
0	1	0
386	953	2
0	53	0
182	415	54
0	437	0
0	2054	0
0	2606	0
0	3401	0
0	434	0
0	1724	0
0	1562	0
0	354	0
430	476	355
0	4739	0
0	1061	0
0	1580	0
0	2684	0
0	1205	0
0	2279	0
0	842	0
0	2030	0
0	239	0
0	2522	0
0	3734	0
0	542	0
0	2930	0
0	1322	0
0	1304	0
1306	5268	1305
0	7481	0
0	398	0
0	395	0
0	314	0
0	2342	0
0	860	0
0	1421	0
0	1301	0
0	641	0
0	1493	0
0	2210	0
0	1646	0
0	311	0
0	410	0
0	863	0
0	1322	0
0	1304	0
1306	5271	1305
0	389	0
0	611	0
0	1793	0
0	386	0
0	2756	0
0	1100	0
0	2099	0
0	1586	0
0	1901	0
0	533	0
0	3497	0
0	905	0
0	1184	0
0	1142	0
0	332	0
0	1577	0
0	1373	0
0	1658	0
0	1088	0
0	302	0
0	2759	0
0	1046	0
0	686	0
0	160	0
0	1300	0
0	1232	0
0	887	0
0	2891	0
0	935	0
0	896	0
0	2009	0
0	1193	0
0	2069	0
0	1718	0
0	1919	0
0	1004	0
0	527	0
0	44	0
556	981	45
0	2432	0
0	1016	0
0	632	0
0	1076	0
0	1034	0
0	2699	0
0	1505	0
0	200	0
0	1100	0
0	2345	0
0	242	0
0	3326	0
0	1862	0
0	932	0
0	526	0
609	624	527
0	1214	0
0	1094	0
0	662	0
0	632	0
0	1829	0
0	1859	0
0	713	0
0	635	0
0	644	0
0	161	0
0	2876	0
0	2930	0
0	1064	0
0	488	0
0	57	0
388	1619	58
0	2894	0
0	2276	0
0	3998	0
0	399	0
495	541	400
0	1460	0
0	2927	0
0	567	0
1074	1075	568
0	923	0
0	257	0
0	2840	0
0	1064	0
0	776	0
0	299	0
0	183	0
541	725	184
0	329	0
0	1403	0
0	1403	0
0	2261	0
0	1292	0
0	692	0
0	4364	0
0	2075	0
0	872	0
0	2261	0
0	1607	0
0	989	0
0	1088	0
0	566	0
0	737	0
0	2843	0
0	443	0
0	1349	0
0	695	0
0	70	0
151	290	71
361	440	211
0	2900	0
0	2372	0
0	4178	0
0	2045	0
0	1376	0
0	7	0
97	985	8
0	488	0
0	2003	0
0	533	0
0	1949	0
0	1181	0
0	1487	0
0	206	0
0	1553	0
0	1034	0
0	986	0
0	1277	0
0	2114	0
0	1790	0
0	2483	0
0	452	0
0	7106	0
0	539	0
0	1574	0
0	1526	0
0	9278	0
0	1013	0
0	2321	0
0	1313	0
0	314	0
0	1055	0
0	836	0
0	890	0
0	1829	0
0	1034	0
0	3284	0
0	950	0
0	875	0
0	734	0
0	647	0
0	1157	0
0	2096	0
0	767	0
0	1649	0
0	1043	0
0	896	0
0	1130	0
0	1367	0
0	197	0
0	1757	0
0	551	0
0	833	0
0	1358	0
0	422	0
0	1241	0
0	2081	0
0	1742	0
0	620	0
0	2222	0
0	446	0
0	947	0
0	938	0
0	1355	0
0	2567	0
0	1718	0
0	704	0
1057	1062	705
0	1358	0
0	194	0
0	950	0
0	1571	0
0	836	0
0	1550	0
1664	1807	1551
0	842	0
0	422	0
0	6	0
420	1000	7
0	10	0
399	870	11
0	1133	0
0	671	0
0	371	0
0	1268	0
0	1664	0
0	149	0
0	104	0
0	653	0
0	2396	0
0	1394	0
0	1655	0
0	164	0
0	635	0
0	203	0
0	2537	0
0	2774	0
0	1127	0
0	1214	0
0	1397	0
0	5507	0
0	317	0
0	428	0
0	974	0
0	2018	0
0	824	0
0	1583	0
0	12	0
97	1961	13
0	2024	0
0	560	0
0	3542	0
0	82	0
504	804	83
0	1682	0
0	1100	0
0	104	0
0	1631	0
0	1634	0
0	2702	0
0	1562	0
0	914	0
0	2864	0
0	393	0
491	501	394
0	200	0
0	1174	0
0	911	0
0	1241	0
0	284	0
0	1154	0
0	3362	0
0	1310	0
0	2549	0
0	2195	0
0	1589	0
0	1352	0
0	1466	0
0	716	0
0	1346	0
0	488	0
0	3389	0
0	1163	0
0	1451	0
0	1658	0
0	1112	0
0	1571	0
0	923	0
0	443	0
0	365	0
0	527	0
0	2084	0
0	299	0
394	456	300
0	716	0
0	839	0
0	428	0
0	2066	0
0	2000	0
0	698	0
0	320	0
0	1472	0
0	599	0
0	962	0
0	1181	0
0	317	0
0	416	0
0	1637	0
0	1259	0
0	1442	0
0	1310	0
0	1583	0
0	5750	0
0	2423	0
0	605	0
0	1337	0
0	1913	0
0	2636	0
0	440	0
0	1472	0
0	2393	0
0	434	0
0	1613	0
0	1283	0
0	1451	0
0	2717	0
0	965	0
0	899	0
0	371	0
0	1424	0
0	2579	0
0	3650	0
0	1724	0
0	119	0
0	1406	0
0	1844	0
0	221	0
0	1754	0
0	362	0
0	1139	0
0	1847	0
0	1376	0
0	782	0
0	632	0
0	527	0
0	1082	0
0	1271	0
0	3290	0
0	950	0
