342	100
87387	87499	1	0	1	1
142253	142618	1	1	0	1
151006	151095	2	0	0	2
266260	266358	4	0	0	2
293371	293371	0	0	0	1
309202	309289	2	0	1	2
322337	322840	2	0	0	2
372564	372648	2	0	0	2
373023	373091	1	2	0	1
387298	387413	1	0	1	1
404893	404989	2	2	2	2
430568	430951	1	0	1	1
432820	432947	1	2	0	1
448496	448570	2	0	0	2
484778	484778	0	0	0	1
523317	523317	0	0	0	1
595019	595529	1	2	0	1
628646	628727	2	0	2	2
655324	655653	1	1	0	1
669171	669265	2	0	2	2
676897	677402	2	1	0	2
688660	689016	2	0	0	2
724353	724432	1	0	0	1
724573	724642	1	3	0	1
741489	741577	1	0	0	1
854560	854911	2	0	2	2
864247	864359	1	1	0	1
866658	867070	1	0	1	1
868424	868811	1	0	0	1
915512	915595	1	2	0	1
924725	925145	2	0	0	2
942086	942182	2	0	0	2
989061	989154	2	0	0	2
1397111	1397111	0	0	0	1
1412353	1412419	2	0	1	2
1417753	1417829	1	0	0	1
1417911	1418006	1	0	0	1
1422277	1422352	2	0	0	2
1483835	1483917	2	0	1	2
1488626	1488932	2	0	0	2
1604659	1604712	1	0	0	1
1604959	1605010	1	1	0	1
1900314	1900384	1	2	0	1
1952674	1953164	1	1	1	1
2052610	2053014	1	1	1	1
2065027	2065327	1	0	2	1
2074406	2074516	2	1	0	2
2089982	2090051	2	0	0	2
2102733	2102813	1	1	0	1
2142341	2142772	2	0	0	2
2143435	2143799	1	1	0	1
2149052	2149343	2	0	0	2
2157290	2157710	1	0	0	1
2172532	2172641	1	2	0	1
2234369	2234491	1	1	0	1
2266394	2266479	2	0	0	2
2293025	2293104	2	0	0	2
2326567	2326905	1	2	0	1
2353070	2353070	0	0	0	2
2404641	2404730	2	0	2	2
2414486	2415024	1	0	1	1
2464913	2465180	1	2	1	1
2484828	2484828	0	0	0	2
2550255	2550365	2	0	0	2
2568710	2568782	2	0	0	2
2708412	2708412	0	0	0	1
2717629	2717629	0	0	0	2
2817762	2817762	0	0	0	1
2826051	2826051	0	0	0	2
2908320	2908408	2	0	0	2
2932376	2932376	0	0	0	1
2938817	2938899	1	0	0	1
3043309	3043309	0	0	0	1
3047885	3047985	1	0	0	1
3071850	3072615	1	0	1	1
3073638	3073831	2	0	1	2
3101777	3101868	2	0	1	2
3154625	3154704	2	0	0	2
3154728	3154823	2	0	0	2
3190244	3190557	2	1	1	2
3194977	3195411	1	1	0	1
3236808	3237191	1	1	0	1
3285465	3285853	2	0	0	2
3412470	3412857	2	0	0	2
3455570	3455631	1	0	3	1
3476587	3477020	1	0	0	1
3506967	3507256	2	3	1	2
3563094	3563181	3	0	0	1
3574306	3574390	1	0	0	1
3614357	3614357	0	0	1	1
3633681	3633770	2	0	1	2
3639829	3640237	2	0	1	2
3664426	3664897	2	0	0	2
3724643	3725042	1	1	3	1
3743807	3743807	0	0	0	2
3756235	3756365	2	0	2	2
3946146	3948593	6	0	0	1
3948630	3951112	0	0	0	1
3951148	3952663	0	3	0	1
3953144	3954153	0	0	2	1
3954405	3955769	0	1	0	1
3955906	3957476	0	0	1	1
3957028	3957062	0	2	0	1
3957502	3958387	6	0	0	1
3969114	3969881	6	0	0	1
3969896	3971299	0	0	0	1
3971377	3972999	0	0	0	1
3973250	3974666	0	0	2	1
3974717	3975454	0	1	1	1
4007780	4007819	0	2	0	1
4008030	4008060	0	2	0	1
4198626	4198904	2	1	0	2
4326080	4326202	1	2	0	1
4342498	4342585	1	1	0	1
4353298	4353390	2	1	2	2
4361075	4361177	2	0	0	2
4378473	4378980	2	1	1	2
4433927	4434014	2	0	0	2
4464055	4464451	2	0	0	2
4500629	4501094	1	1	0	1
4502050	4502151	1	0	0	1
4502260	4502370	1	0	0	1
4542505	4542579	2	0	0	2
4591114	4591584	1	0	0	1
4626975	4627499	1	0	0	1
4642025	4642025	0	0	1	2
4691125	4691125	0	0	0	2
4742856	4742947	1	0	0	1
5035113	5035421	2	0	1	2
5044595	5044708	2	0	0	2
5045335	5045655	2	0	0	2
5056574	5056825	0	1	0	1
5120232	5120232	0	0	0	1
5184028	5184121	2	0	0	2
5202003	5202149	2	3	1	2
5222745	5222816	1	3	0	1
5536450	5536601	2	0	0	2
5567155	5567212	1	0	0	1
5578012	5578160	2	0	0	2
5662223	5662305	2	1	1	2
5672378	5673017	1	1	0	1
5754910	5755109	1	2	0	1
5816039	5816549	1	3	0	1
5851832	5851916	2	0	0	2
5869988	5870455	2	1	0	2
5870550	5871008	2	0	0	2
5940703	5940772	1	2	0	1
5941336	5941397	1	1	1	1
5944117	5944346	1	1	1	1
6002389	6002481	2	0	0	2
6002961	6003022	2	1	0	2
6042385	6042385	0	0	0	1
6048662	6048744	1	0	0	1
6060854	6061330	1	3	0	1
6071185	6071185	0	0	0	2
6213482	6213482	0	1	0	1
6232062	6232380	1	0	0	1
6318054	6318054	0	0	0	1
6326733	6326733	0	0	0	2
6364284	6364496	2	0	1	2
6425688	6426142	1	0	2	1
6451351	6451443	1	1	3	1
6589906	6590053	1	0	0	1
6817641	6818413	4	0	1	2
6902738	6902738	0	0	0	1
6920149	6920546	1	2	2	1
6923575	6923637	1	1	0	1
6942295	6942855	1	1	0	1
6945272	6945390	1	0	1	1
6953984	6954151	2	1	0	2
6963860	6964409	2	2	1	2
7003258	7003419	2	0	1	2
7005493	7005593	2	0	0	2
7066899	7066991	1	1	1	1
7071381	7071493	2	1	0	2
7078098	7078183	2	0	0	2
7114104	7114227	2	0	0	2
7131515	7131601	2	0	0	2
7170608	7170698	1	0	0	1
7198050	7198490	2	0	1	2
7314463	7314529	2	0	0	2
7320991	7321259	2	0	0	2
7363673	7363673	0	0	0	2
7374359	7374457	3	0	0	1
7606757	7607144	2	0	0	2
7652444	7652586	2	0	0	2
7675972	7676379	1	1	0	1
7678114	7678499	1	0	1	1
7693270	7693586	1	0	1	1
7758965	7759424	2	2	0	2
7801174	7801174	2	0	0	1
7967960	7968077	1	0	0	1
7989524	7989610	2	0	1	2
7998669	7998745	2	0	0	2
8037403	8037518	1	0	0	1
8071359	8071438	2	1	1	2
8076236	8076236	0	1	0	1
8081820	8081820	0	0	0	1
8182523	8183227	3	0	0	1
8210482	8210756	1	0	1	1
8239985	8240033	0	0	0	1
8304974	8305229	2	0	0	2
8471606	8471681	1	0	0	1
8498185	8498490	1	0	1	1
8543879	8544261	1	0	0	1
8547223	8547573	1	1	2	1
8671703	8672028	1	0	0	1
8819063	8819203	2	0	0	2
8820642	8821039	1	2	2	1
8826445	8826512	1	0	0	1
8836314	8836417	2	1	0	2
8838559	8838627	2	0	0	2
8940288	8940609	1	0	2	1
9006982	9007349	2	0	0	2
9014509	9014583	1	0	0	1
9178955	9179053	4	0	0	2
9184490	9184588	4	0	0	2
9215261	9215439	2	0	1	2
9417361	9417719	1	0	2	1
9425900	9425986	2	0	2	2
9438245	9438633	1	0	0	1
9461507	9461595	2	0	1	2
9502298	9502438	2	0	1	2
9573572	9573665	1	1	0	1
9655335	9655335	0	0	0	2
9697709	9698067	1	0	0	1
9723717	9723802	2	0	0	2
9739494	9739552	2	2	0	2
9769782	9769782	0	0	0	1
9869422	9869511	1	0	0	1
9887765	9888194	2	1	1	2
9919193	9919326	1	1	0	1
9941113	9941168	2	1	0	2
9941221	9941288	2	0	0	2
9961655	9961751	1	0	0	1
9994370	9994816	1	4	0	1
10031614	10032096	1	1	2	1
10106389	10106737	2	0	0	2
10117815	10117815	0	0	0	1
10162181	10162251	1	1	2	1
10199612	10199693	1	0	0	1
10203908	10204291	1	0	1	1
10242124	10242402	1	0	1	1
10489551	10489649	4	0	0	2
10509120	10509417	2	0	1	2
10568050	10568132	1	0	0	1
10585019	10585134	2	0	1	2
10609502	10609916	2	1	0	2
10625850	10625942	2	0	0	2
10649068	10649475	2	0	1	2
10671525	10671525	0	0	0	1
10683692	10683692	0	0	0	1
10691857	10691962	1	0	0	1
10697204	10697329	1	0	0	1
10709140	10709540	2	0	1	2
10710999	10711097	2	0	0	2
10711651	10712048	1	1	1	1
10722351	10722712	1	1	1	1
10823577	10823662	1	1	0	1
10847081	10847081	0	0	0	2
10862779	10862779	0	0	0	2
10910757	10910912	1	0	0	1
10985638	10985910	2	1	2	2
11003323	11003644	1	2	0	1
11023208	11023323	1	1	2	1
11036561	11036962	2	0	1	2
11037711	11038254	1	0	0	1
11136920	11137382	1	2	1	1
11138535	11138606	2	0	2	2
11152693	11152776	2	1	0	2
11206958	11207104	2	0	2	2
11218225	11218634	1	2	0	1
11239502	11239978	2	0	0	2
11340576	11340657	1	0	0	1
11540267	11540414	2	0	0	2
11582629	11582736	1	0	0	1
11596708	11597258	2	0	4	2
11598354	11598785	2	2	0	2
11635262	11635262	0	0	0	2
11679485	11679589	2	0	0	2
11719827	11719921	1	0	0	1
11865661	11866172	1	1	0	1
11885293	11885388	1	0	0	1
11900371	11900492	1	1	1	1
11915025	11915116	2	4	0	2
11949247	11950248	1	1	0	1
11978162	11978506	2	0	0	2
12028860	12029308	2	0	1	2
12055096	12055096	0	0	0	1
12069210	12069300	2	0	0	2
12079627	12079705	1	0	0	1
12091946	12092019	1	0	0	1
12144126	12144209	1	0	0	1
12157280	12157621	1	0	0	1
12256106	12256637	2	1	0	2
12401128	12401541	1	1	0	1
12413208	12413597	2	0	2	2
12414611	12415057	2	2	0	2
12440072	12440072	0	0	0	1
12561715	12561792	2	1	0	2
12563209	12563271	2	1	0	2
12826705	12827105	1	0	0	1
12873433	12873641	2	0	2	2
12917184	12917184	0	0	0	1
